"fdc_id","Classification","food_group","food_desc","Description","scientific_name","source_fct","nutrient_data_source","specific_gravity","Edible_factor_in_FCT","Analysed portion","Unanalysed portion","Edible_desc","ENERCkJ","WATERg","PROCNTg","NTg","XN","FATg","XFA","ASHg","FIBTGg","ALCg","FRUSg","GLUCSg","SUCSg","MALSg","LACSg","GALSg","MALTRSg","SUGARg","SUGAdg","Free sugarsg","STARCHg","DEXTRINg","GLYRLg","GLYCg","INULINg","MANTLg","MALTDEXg","OLSACg","RAFSg","STASg","SORTLg","Resistant starchg","CHOAVLg","Available carbohydrate, with sugar alcoholsg","ACEACg","CITACg","FUMACg","LACACg","MALACg","OXALACg","PROPACg","QUINACg","SUCACg","TARACg","ALmcg","SBmcg","ASmcg","CDmcg","CAmg","CRmcg","CLDmg","COmcg","CUmg","FDmcg","IDmcg","FEmg","PBmcg","MGmg","MNmg","HGmcg","MOmcg","NImcg","Pmg","Kmg","SEmcg","NAmg","Smg","SNmcg","ZNmg","RETOLmcg","CARTAmcg","CARTBmcg","CRYPXmcg","CARTBEQmcg","VITAmcg","LUTNmcg","LYCPNmcg","Xanthophylmcg","THIAmg","RIBFmg","NIAmg","NIATRPmg","NIAEQmg","NIATRP_standardizedmg","NIAEQ_standardizedmg","PANTACmg","VITB6Amg","BIOTmcg","VITB12mcg","FOLFDmcg","FOLACmcg","FOLmcg","FOLDFEmcg","FOLDFE_standardizedmcg","VITCmg","CHOCALmcg","ERGCALmcg","CHOCALOHmcg","ERGCALOHmcg","VITDEQmcg","TOCPHAmg","TOCPHBmg","TOCPHGmg","TOCPHDmg","TOCTRAmg","TOCTRBmg","TOCTRGmg","TOCTRDmg","VITEmg","F4D0g","F6D0g","F8D0g","F10D0g","F11D0g","F12D0g","F13D0g","F14D0g","F15D0g","F16D0g","F17D0g","F18D0g","F19D0g","F20D0g","F21D0g","F22D0g","F23D0g","F24D0g","FASATg","F10D1g","F14D1g","F15D1g","F16D1g","F17D1g","F18D1g","F20D1g","F22D1g","F24D1g","FAMSg","F16D2N4mg","F16D3g","F18D2N6g","F18D3N3g","F18D3N4g","F18D3N6mg","F18D4N1g","F18D4N3mg","F20D2N6mg","F20D3N3mg","F20D3N6mg","F20D4N3mg","F20D4N6mg","F20D5N3mg","F22D2N6mg","F22D4N6mg","F22D5N3mg","F22D5N6g","F22D6N3mg","Other polyunsaturated fatty acidsg","FAPUg","Total long chain omega 3 fatty acidsmg","FAUNmg","FATRNmg","CAFFNmg","CHOLEmg","TRPmg","ALAmg","ARGmg","ASPmg","CYSmg","GLUmg","GLYmg","HISmg","ILEmg","LEUmg","LYSmg","METmg","PHEmg","PROmg","SERmg","THRmg","TYRmg","VALmg","FN20D5N3g","FN22D6N3g"
"F002405",19401,"Cheese, hard cheese ripened styles","Cheese, blue vein","Prepared by the addition of culture, rennet and mould spores to cows milk to produce green, grey, blue or black spots of mould throughout the body of the cheese. Includes Australian and imported blue cheese.",NA,"AU19","Proximates (except ash), vitamins (except alpha-carotene, C and folate) and minerals (except iodine) were derived from a composite of 5 samples of blue vein cheese (Unity, Kraft, Mainland, Bavarian Blue and English Stilton) from Australia and overseas (New Zealand, Germany and Great Britain) purchased in Sydney in 1988/89. These components were averaged with Australian blue vein cheese data reported by the Australian Dairy Corporation (ADC, 1999). Ash and vitamins (alpha-carotene, cryptoxanthin, C) were determined in the 1988/89 sample only. Iodine was determined in the ADC sample only. Folate was borrowed from the UK 6th edition, 268 - Danish blue. Fatty acid profile is based on soft cheeses (ADC, 1991). Organic acids, trans fat and tryptophan were imputed from cheddar cheese. Vitamins (alpha-tocopherol, B12, B6, folate) and Se were imputed from brie. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, caffeine and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1571","41.4","20.3","3.18","6.38","32.4","0.94499999999999995","4.5999999999999996","0","0","0","0","0","0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,NA,NA,NA,NA,"510",NA,NA,NA,"2.5000000000000001E-2",NA,"23","0.17",NA,"24","0.03",NA,NA,NA,"320","88","5","1090",NA,NA,"2.95","314","0","140","0","140","337",NA,NA,NA,"3.7999999999999999E-2","0.41499999999999998","0.92","4.7600000000000007","5.67","4.666666666666667","5.5866666666666669",NA,"0.12",NA,"1.3","50","0","50","50","50","0","0.1","0","0","0","0.1","0.8",NA,NA,NA,NA,NA,NA,NA,"0.8","0.8","0.57999999999999996","0.4","0.8",NA,"1.01",NA,"3.31","0.4","8.6999999999999993","0.24","4.47",NA,"0",NA,NA,NA,NA,"20.71",NA,"0.4","0","0.57999999999999996","0","8.06",NA,NA,NA,"9.0399999999999991",NA,NA,"0.57999999999999996","0.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"30.64",NA,"0",NA,"0.92","30.637",NA,"949.74","0","100","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"F002407",19405,"Cheese, camembert, brie and other surface ripened cheeses","Cheese, brie","Australian and imported soft cheese covered with white mould and labelled as being brie style or double brie. Prepared by pasteurising, culturing and coagulating cows milk prior to salting and curing.",NA,"AU19","The majority of nutrient data were derived from a composite of 5 samples of Australian brie (Tasmanian Heritage, King Island, Australian Gold, South Cape and Kraft) and 3 samples of French brie (Due Pere, Fromage de Meax and Paleggio) purchased in Melbourne in 2005. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Protein, cholesterol and beta-carotene were determined in samples of brie reported by the Australian Dairy Corporation (1999). Organic acids were imputed from cheddar cheese. Caffeine, alcohol, vitamin C and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1502","46.3","18.2","2.86","6.38","31.5","0.94499999999999995","3","0","0","0","0","0","0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,NA,NA,NA,NA,"460",NA,NA,NA,"2.8000000000000001E-2",NA,"23","0.12",NA,"20","1.7999999999999999E-2",NA,NA,NA,"350","100","5","580",NA,NA,"2.5","330",NA,"154",NA,"154","356",NA,NA,NA,"0","0.36","0","4.2840000000000007","4.28","4.2","4.2","3","0.12",NA,"1.3","50","0","50","50","50","0","0.1","0","0","0","0.1","0.8","0",NA,NA,NA,NA,NA,NA,"0.8","1.1000000000000001","0.74","0.42","0.95",NA,"1.1000000000000001",NA,"3.51","0.39","8.84","0.24","3.18",NA,"0",NA,"0",NA,"0","20.48",NA,"0.3",NA,"0.54","0","7.32","0","0","0","8.16",NA,NA,"0.71","0.24",NA,"0",NA,NA,"0","0","0",NA,"0","0","0",NA,"0",NA,"0",NA,"0.95","0",NA,"922.79","0","93","252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"F002408",19405,"Cheese, camembert, brie and other surface ripened cheeses","Cheese, camembert","Prepared by pasteurising, culturing and coagulating cows milk prior to salting and curing to produce a soft creamy surface ripened cheese. Includes Australian and imported soft cheese covered with white mould and labelled as being camembert style.",NA,"AU19","The majority of nutrient data were derived from a composite of 5 samples of Australian camembert (Tasmanian Heritage, King Island, Australian Gold, Kraft and South Cape) and 3 samples of French camembert (Isigny Ste Mere, Brique Daffinois, Saint Vernier) purchased in Melbourne in 2005. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Protein, cholesterol and beta-carotene were determined in samples of camembert reported by the Australian Dairy Corporation (1999). Organic acids were imputed from cheddar cheese. Caffeine, alcohol, vitamin C and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1254","53.5","20.399999999999999","3.2","6.38","23.8","0.94499999999999995","2.7","0","0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,NA,NA,NA,NA,"490",NA,NA,NA,"2.8000000000000001E-2",NA,"13","0",NA,"19","5.7000000000000002E-2",NA,NA,NA,"370","98","9","570",NA,NA,"2.7","500",NA,"154",NA,"154","526",NA,NA,NA,"0","0.38","0","4.7940000000000005","4.79","4.7","4.7","2","0.13",NA,"1.1000000000000001","90","0","90","90","90","0","0.1","0","0","0","0.1","0.8","0",NA,NA,NA,NA,NA,NA,"0.8","0.99","0.57999999999999996","0.34","0.74",NA,"0.86",NA,"2.65","0.28999999999999998","6.46","0.16","2.5",NA,"0",NA,"0",NA,"0","15.56",NA,"0.22",NA,"0.4","0","5.49","0","0","0","6.12",NA,NA,"0.5","0.18",NA,"0",NA,NA,"0","0","0",NA,"0","0","0",NA,"22.49",NA,"0",NA,"0.7","22.491",NA,"697.22","0","93","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"F002414",19401,"Cheese, hard cheese ripened styles","Cheese, cheddar, natural, regular fat","Cheddar cheese prepared by curdling cows milk with rennet, followed by curing to produce a hard pale yellow cheese. Includes unsliced mild, tasty and vintage varieties.",NA,"AU19","The majority of nutrient data were derived from 2 programs: (1) a composite of 10 samples of unsliced cheddar cheese (4x Coon, 2x Bega, 1x Black & Gold, 1x Devondale, 1x Homebrand, 1x IGA) purchased nationally in 2006; and (2) either individual or composite analyses of 10 samples of unsliced cheddar cheese (2x Mainland, 2x Devondale, 2x Bega, 2x Black & Gold, 1x IGA, 1x Coles) purchased nationally in 2008. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Folate was derived from a composite of 6 samples of cheddar cheese (Mainland, Coon, Bega, Homebrand) purchased in Sydney in 2005. Minerals (Ca, Fe, K, Na, P, I, Se, Zn) were also from samples of cheddar cheese purchased nationally in 2000, 2002 and 2004. Proximates (alcohol, fibre), caffeine and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1663","34","24.6","3.85","6.38","32.799999999999997","0.94499999999999995","3.8","0","0","0.2","0.1","0","0","0.1","0",NA,"0.4","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5","0.5","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,"116.3","0","0.2","0","763","6.2","1067",NA,"3.4000000000000002E-2",NA,"24.4","0.14000000000000001","0.5","27","2.8000000000000001E-2","0.5","8.1999999999999993","0","478","73","16.899999999999999","684",NA,NA,"3.55","159","0","87","0","87","173","11","0",NA,"1.7000000000000001E-2","0.33","1.53","5.7630000000000008","7.29","5.65","7.1800000000000006","0.16","0.04",NA,"1.9","52","0","52","52","52","1","0.1","0","0","0","0.1","0.4","0","0","0",NA,NA,NA,NA,"0.43","0.99","0.66","0.39","0.95","0.05","1.1000000000000001","0","3.86","0.36","9.75","0.22","3.23","0.02","0.04","0","0.02","0","0","21.65",NA,"0.32","0.03","0.49","0.06","6.7","0.08","0","0.03","7.71",NA,NA,"0.56999999999999995","0.28000000000000003",NA,"0",NA,"346.8","0","0","0",NA,"6.5","18.579999999999998","0","0","42.58",NA,"0",NA,"1.26","61.154000000000003","0","959.89","0","108","339","793","878","1782","135","4792","512","843","1389","2163","2048","785","1416","2783","1613","1101","1524","1794",0.01858,0
"F002413",19402,"Cheese, hard cheese ripened styles, reduced fat","Cheese, cheddar, natural, reduced fat (approximately 25%)","Cheddar cheese prepared by curdling cows milk with rennet, followed by curing to produce a hard pale yellow cheese. Formulated to have a fat content of approximately 25%.",NA,"AU19","Proximates (fat, ash, organic acids) and minerals were derived from a composite of 8 samples of reduced fat cheddar cheese (2x Bega, 3x Mainland, 2x Coon, 1x Coles Farmland) purchased in Melbourne in 2005. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Fatty acids were determined in 5 samples of regular fat cheddar purchased in Sydney in 2005 (Farmland, Bega, Coon, Cracker Barrel and Mainland). Proximates (moisture, protein), cholesterol and vitamins (retinol, beta-carotene, B1, B2) were derived from a composite sample of Australian reduced fat cheddar cheese as reported by the Australian Dairy Corporation (1999). Vitamins (alpha-carotene, cryptoxanthin, B3, C) and proximates (moisture, starch, sugars) were derived from a composite of 6 samples of cheddar cheese (6x Haberfield) purchased in Sydney in 1988. Tryptophan, Se and vitamins (B12, B6, folate, alpha-tocopherol) were imputed from cheddar cheese. Caffeine, proximates (alcohol, fibre) and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1368","41.7","28.6","4.49","6.38","23.4","0.94499999999999995","4.0999999999999996","0","0","0","0","0","0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.2","0.1",NA,"0.8","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"800",NA,NA,NA,"0.03",NA,"18","0",NA,"32","3.9E-2",NA,NA,NA,"570","110","16.899999999999999","550",NA,NA,"3.9","150","0","140","0","140","173",NA,NA,NA,"0.04","0.4","0.26","4.165","4.43","4.083333333333333","4.3433333333333328",NA,"0.04",NA,"1.9","52","0","52","52","52","0","0.1","0","0","0","0.1","0.4",NA,NA,NA,NA,NA,NA,NA,"0.4","0.97","0.56000000000000005","0.31","0.71",NA,"0.81","0","2.58","0.28000000000000003","6.38","0.16","2.2599999999999998","0.02","0.04",NA,"0.02",NA,"0","15.1",NA,"0.24","0","0.33","0.06","4.8099999999999996","7.0000000000000007E-2","0",NA,"5.5",NA,NA,"0.45","0.27",NA,NA,NA,"247.67",NA,NA,NA,NA,NA,"26.54",NA,NA,"35.380000000000003",NA,"0",NA,"1.03","61.917000000000002","0","490.91","0","85","245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02654,0
"F002412",19402,"Cheese, hard cheese ripened styles, reduced fat","Cheese, cheddar, natural, reduced fat (approximately 15%)","Cheddar cheese prepared by curdling cows milk with rennet, followed by curing to produce a hard pale yellow cheese. Formulated to have a fat content of approximately 15%.",NA,"AU19","The majority of nutrient data were imputed from Cheese, cheddar, natural, reduced fat (approximately 25%). Proximates (protein, fat), Ca and Na were based on label information available for extra light cheddar cheese available in 2010. Moisture was determined by difference from other proximates. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Retinol and cholesterol were adjusted to reflect the lower fat content of this food compared to 25% fat cheddar cheese. Vitamins (folate, alpha-tocopherol, B6, B12) and Se were imputed from cheddar cheese. Alcohol, caffeine and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1109","47.1","31.1","4.87","6.38","15.3","0.94499999999999995","4.3","0","0","0","0","0","0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.2","0.1",NA,"0.8","0",NA,"0","0",NA,NA,NA,NA,NA,NA,"995",NA,NA,NA,"0.04",NA,"18","0.18",NA,"35","4.2999999999999997E-2",NA,NA,NA,"590","110","16.899999999999999","560",NA,NA,"3.97","120","0","172","0","172","149",NA,NA,NA,"7.4999999999999997E-2","0.41499999999999998","0.26","4.5220000000000002","4.7799999999999994","4.4333333333333336","4.6933333333333334",NA,"0.04",NA,"1.9","52","0","52","52","52","0","0.1","0","0","0","0.1","0.4",NA,NA,NA,NA,NA,NA,NA,"0.43","0.63","0.36","0.2","0.46",NA,"0.53","0","1.69","0.18","4.17","0.11","1.48","0.01","0.03",NA,"0.01",NA,"0","9.8699999999999992",NA,"0.16","0","0.22","0.04","3.14","0.04","0",NA,"3.6",NA,NA,"0.28999999999999998","0.18",NA,NA,NA,"161.94",NA,NA,NA,NA,NA,"17.350000000000001",NA,NA,"23.13",NA,"0",NA,"0.67","40.484000000000002","0","320.98","0","45","266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01735,0
"F002428",19406,"Cheese, processed","Cheese, cheddar, processed, regular fat","Commercially prepared regular fat processed cheddar cheese. Prepared by grinding, mixing, melting and emulsifying one or more varieties of cheese with salt to form a homogeneous mass. Supplied as slices or blocks.",NA,"AU19","The majority of nutrient data were derived from a composite of 8 samples of regular fat processed cheddar cheese (3x Kraft Singles, 2x Bega Superslices, 1x Kraft Cheddar Block, 1x Coles Processed Cheese Slices and 1x Woolworths Homebrand cheese slices) purchased in ACT, QLD, VIC, SA and WA in 2015. Minerals were also from a composite of 3 samples (1x Kraft, 1x Bega, 1x Coles) of processed cheddar cheese purchased in 2010. Fatty acids, minerals (I, Ca, Na, Se, Fe, P) were also from a composite of 5 samples purchased in NSW, VIC, WA in 2004. Folates were also determined in a composite of 8 samples (including two of natural cheddar) purchased in VIC in 1997. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, folic acid and caffeine were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1254","48.4","18.2","2.85","6.38","23.9","0.94499999999999995","5.9","0","0","0","0","0","0","1.5",NA,NA,"1.5","0","0","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.9","1.9","0","1.6",NA,"1","0",NA,"0","0",NA,NA,"240",NA,"0","0","588","1.4","1400",NA,"2.4E-2","0","24.5","0.21","0","26","3.1E-2","0","8","1","436","125","5.6","1420",NA,"0","2.85","310","0","290","0","290","358",NA,NA,NA,"0.05","0.3","0","3.5360000000000005","3.54","3.4666666666666668","3.4666666666666668","0.21","0","2.8","1","0","0","0","0","0","0","0.1","0","0","0","0.1","0.6","0","0","0",NA,NA,NA,NA,"0.6","1.32","0.72","0.36","0.66",NA,"0.76",NA,"2.52","0.28000000000000003","6.83","0.17","2.38",NA,"0.04",NA,"0",NA,"0","16.04",NA,"0.21",NA,"0.42","0","4.91","0","0","0","5.54",NA,NA,"0.41","0.19",NA,"0",NA,NA,"0","0","0",NA,"5.64","5.64","0","0","22.55",NA,"0",NA,"0.63","28.193000000000001",NA,"45.11","0","68","208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00564,0
"F002425",19407,"Cheese, processed, reduced fat","Cheese, cheddar, processed, reduced fat (approximately 15%), added vitamin D","Commercially prepared processed cheddar cheese formulated to contain approximately 16% fat. Prepared by grinding, mixing, melting and emulsifying one or more varieties of cheese with salt and vitamin D to form a homogeneous mass. Supplied as slices or blocks.",NA,"AU19","The majority of nutrient data were derived from individual and composite analysis of 7 samples of cheddar cheese slices fortified with vitamin D (5x Kraft Singles Light, 2x Kraft Singles Extra Light) purchased nationally in 2008. Fat and fatty acids were derived from a composite of 5 samples of Kraft Singles Light cheddar cheese slices fortified with vitamin D purchased in ACT, QLD, NT, Tas and WA as part of the same program. Vitamin C and tryptophan were derived from a composite of 10 samples of Tasty full fat cheese (4x Coon, 2x Bega, 1x Homebrand, 1x Black and Gold Matured, 1x IGA Country Grove, 1x Devondale) purchased in NSW and QLD. Vitamin D was derived from samples of processed cheese fortified with vitamin D purchased on 2014. Cholesterol was imputed from processed cheddar cheese. Fibre, caffeine and alcohol were imputed zero. Note high sum of proximates - data should be used with caution.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1054","52.5","22.5","3.52","6.38","15.4","0.94499999999999995","6.3","0","0","0","0","0","0","4.9000000000000004","0",NA,"4.9000000000000004","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.9000000000000004","4.9000000000000004","0","0.4",NA,"1.3","0",NA,"0","0",NA,NA,"161.4",NA,"1","0.5","886","5.4",NA,NA,"3.4000000000000002E-2",NA,"23","0.31","0.5","23","9.2999999999999999E-2","0.5","13.4",NA,"382","170","12.3","1171",NA,NA,"2.76","110","0","95","0","95","126",NA,NA,NA,"0.02","0.46","2.8","1.8530000000000002","4.6500000000000004","1.8166666666666667","4.6166666666666663","0.35","0.06",NA,"1.8","20","0","20","20","20","2","3.1","0","0","0","3.1","0.4","0","0","0",NA,NA,NA,NA,"0.35","0.45","0.42","0.18","0.32",NA,"0.45",NA,"1.53","0.18","5.08","0","1.66",NA,"0",NA,"0",NA,"0","10.26",NA,"0.13",NA,"0.31","0","3.33","0","0","0","3.77",NA,NA,"0.35","0.12",NA,"0",NA,NA,"0","0","0",NA,"14.55","0","0","0","0",NA,"0",NA,"0.48","0",NA,"480.25","0","50","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"F002435",19403,"Cheese, unripened styles, including cream and cottage cheese, regular fat","Cheese, cottage","Regular fat creamed cottage cheese, prepared by curdling, salting, draining and washing cows milk to produce an unripened, white curd cheese.",NA,"AU19","Proximates (except ash), vitamins (except alpha carotene, cryptoxanthin and C), Cu and Mg were derived from a composite sample of 2 varieties of cottage cheese (Dairy Farmers and Home Brand) from Australia, purchased in Sydney in 1988/89. These nutrients were also determined for Australian creamed cottage cheese as reported by the Australian Dairy Corporation (ADC, 1999). Ash and vitamins (alpha-carotene, cryptoxanthin, C) were determined in the 1988/89 sample only. Fatty acids, minerals (I, Se, Na, K, Fe, P) were determined in 6 samples collected in WA, QLD and Vic in 2004. Organic acids were imputed from tasty cheese. Vitamins (folate, alpha-tocopherol, B6, B12) were borrowed from Denmark Fooddata version 1, 517 - Cheese, cottage, 20% fidm. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, caffeine and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","529","75.400000000000006","15.4","2.41","6.38","5.7","0.94499999999999995","1.4","0","0","0","0","0","0","1.8","0",NA,"1.8","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.8","1.8","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,NA,NA,NA,NA,"89","3.6","523",NA,"0.03",NA,"15.3","0.05",NA,"8","4.0000000000000001E-3",NA,"5.2","1","143","123","5.7","277",NA,NA,"0.24","31","0","44","0","44","38",NA,NA,NA,"4.8000000000000001E-2","0.28499999999999998","0.46","3.6040000000000001","4.07","3.5333333333333332","3.9933333333333332",NA,"0.04",NA,"0.5","3","0","3","3","3","0","0.1","0","0","0","0.1","0",NA,NA,NA,NA,NA,NA,NA,"0.04","0.35","0.17","0.08","0.17",NA,"0.18",NA,"0.55000000000000004","0.06","1.32","0.03","0.53",NA,"0.01",NA,"0",NA,"0","3.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.41",NA,NA,"0.19","7.0000000000000007E-2",NA,"1.8",NA,NA,"0","0","0",NA,"0","3.6",NA,"0","1.8",NA,"0",NA,"0.27","5.3959999999999999",NA,"253.07","0","22","212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0036,0
"F002444",19403,"Cheese, unripened styles, including cream and cottage cheese, regular fat","Cheese, cream, plain","Regular fat soft, white cheese prepared by blending, culturing and salting cows milk, cream and vegetable gum.",NA,"AU19","The majority of nutrient data were derived from a composite of 5 samples of cream cheese (4x Philadelphia and 1x Homebrand) purchased from NSW, VIC, TAS, QLD and WA in 2010. Proximates (fibre, galactose, starch), cryptoxanthin and vitamin C were derived from a composite of 2 samples of Kraft cream cheese purchased in Sydney in 1988/89. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Alcohol, caffeine and folic acid were imputed zero.",0,1,"1","0","analysed portion: 100% unanalysed portion: 0","1420","53.3","8.5","1.33","6.38","34.200000000000003","0.94499999999999995","1.2","0","0","0","0","0","0","0.2","0",NA,"0.2","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.2","0","0",NA,"0.5","0",NA,"0","0",NA,"0","0",NA,NA,"0","69","0",NA,NA,"1.2999999999999999E-2",NA,"13","0",NA,"6","2E-3",NA,"6.5",NA,"110","80","3.2","320","67",NA,"0.6","390","0","160","0","160","417",NA,NA,NA,"0","0.14000000000000001","0","1.5130000000000001","1.51","1.4833333333333334","1.4833333333333334","0.16","0",NA,"0.1","64","0","64","64","64","0","0.1","0","0","0","0.1","1.1000000000000001","0","0","0",NA,NA,NA,NA,"1.1000000000000001","0.87","0.57999999999999996","0.39","1",NA,"1.23",NA,"3.91","0.48","9.6300000000000008","0.28999999999999998","3.68",NA,"0",NA,"0",NA,"0","22.08",NA,"0.32",NA,"0.65","0","6.98","0","0","0","7.95",NA,NA,"0.52","0.23",NA,"0",NA,NA,"0","0","0",NA,"0","0","0","0","0",NA,"0",NA,"0.74","0",NA,"1515.76","0","110","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"F002448",19401,"Cheese, hard cheese ripened styles","Cheese, edam","A semi-hard cheese made by curdling cows milk with rennet, followed by curing. Coated in oil or a red or yellow wax film. Includes Australian and imported edam cheese.",NA,"AU19","Proximates (except ash), vitamins (except alpha carotene, cryptoxanthin and C) and some minerals (except I) were averaged from a composite of 6 samples of cheese (Mainland, 2x Bodalla, Bega, 2x unstated - from Australia, New Zealand and the Netherlands) purchased in Sydney in 1988/89 and samples of Australian Edam as reported by the Australian Dairy Corporation (ADC, 1999). Ash and vitamins (alpha-carotene, cryptoxanthin, C) were determined only in the 1988/89 sample. Minerals (I, Na, K, Ca, P) were determined in a composite sample of edam (2x Mainland, 2x Cheese of the World, 1x South Cape, 1x Australian Gold, 2x unbranded Dutch) purchased in Melbourne in 2005. Fatty acid profile is for cheese, firm or hard (ADC, 1991). Folate was borrowed from NZ FOODfiles 2014, F1001 - Cheese, Edam, composite. Se, vitamins (B6, B12, alpha-tocopherol), organic acids, trans fat and tryptophan were imputed from Cheese, cheddar, natural, regular fat. Vitamin D was based on pooled data for cheese varieties analysed in 2010 and 2015. Caffeine, proximates (alcohol, fibre) and folic acid were imputed zero.",0,0.96,"96% (cheese)","4% (wax rind)","analysed portion: 96% (cheese) unanalysed portion: 4% (wax rind)","1510","39.9","28","4.3899999999999997","6.38","27.2","0.94499999999999995","3.9","0","0","0","0","0","0","0","0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.1","0",NA,"1.6","0.1",NA,"0","0",NA,NA,NA,NA,NA,NA,"810",NA,NA,NA,"0.05",NA,"11","0.27",NA,"36","4.4999999999999998E-2",NA,NA,NA,"575","85","16.899999999999999","900",NA,NA,"4.2","198","0","128","0","128","219",NA,NA,NA,"0.03","0.4","0.06","6.5620000000000003","6.6199999999999992","6.4333333333333336","6.4933333333333332",NA,"0.04",NA,"1.9","28","0","28","28","28","0","0.1","0","0","0","0.1","0.4",NA,NA,NA,NA,NA,NA,NA,"0.43","0.64","0.52","0.34","0.67",NA,"0.82",NA,"2.83","0.36","7.31","0.21","3.53",NA,"0",NA,NA,NA,NA,"17.22",NA,"0.36","0","0.52","0","6.92",NA,NA,NA,"7.8",NA,NA,"0.44","0.28000000000000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.44",NA,NA,"35.520000000000003",NA,"0",NA,"0.77","50.959000000000003",NA,"797.85","0","78","386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01544,0
